series,date,exports,exports_domestic,re_exports,imports,imports_retained,total,balance
growth_yoy,2021-10-01,25.5,23.5,34.5,27.5,25.2,26.4,19.4
growth_mom,2021-10-01,3.3,4.1,0.1,3.8,5.3,3.5,1.3
abs,2021-11-01,112670570259.0,94220726031.0,18449844228.0,93383639697.0,74933795469.0,206054209956.0,19286930562.0
growth_yoy,2021-11-01,33.0,34.9,23.8,38.1,42.1,35.3,12.8
growth_mom,2021-11-01,-1.6,3.1,-20.2,6.2,15.6,1.8,-27.4
abs,2021-12-01,124432647966.0,103253965180.0,21178682786.0,92948506276.0,71769823490.0,217381154242.0,31484141690.0
growth_yoy,2021-12-01,29.8,31.4,22.7,23.7,24.0,27.1,51.9
growth_mom,2021-12-01,10.4,9.6,14.8,-0.5,-4.2,5.5,63.2
abs,2022-01-01,111060009398.0,91390607029.0,19669402369.0,92822474443.0,73153072074.0,203882483841.0,18237534955.0
growth_yoy,2022-01-01,23.8,26.6,12.6,27.1,31.6,25.3,9.7
growth_mom,2022-01-01,-10.7,-11.5,-7.1,-0.1,1.9,-6.2,-42.1
abs,2022-02-01,101741736349.0,83898871219.0,17842865130.0,82589281335.0,64746416205.0,184331017684.0,19152455014.0
growth_yoy,2022-02-01,15.9,17.0,10.9,18.5,20.8,17.0,5.7
growth_mom,2022-02-01,-8.4,-8.2,-9.3,-11.0,-11.5,-9.6,5.0
abs,2022-03-01,131488115750.0,106930396205.0,24557719545.0,105244068249.0,80686348704.0,236732183999.0,26244047501.0
growth_yoy,2022-03-01,25.0,22.4,37.6,30.1,28.0,27.2,7.7
growth_mom,2022-03-01,29.2,27.5,37.6,27.4,24.6,28.4,37.0
abs,2022-04-01,127482872603.0,103415757575.0,24067115028.0,104107465827.0,80040350799.0,231590338430.0,23375406776.0
growth_yoy,2022-04-01,20.7,21.6,17.1,22.1,23.6,21.3,14.9
growth_mom,2022-04-01,-3.0,-3.3,-2.0,-1.1,-0.8,-2.2,-10.9
abs,2022-05-01,120589641890.0,96240941129.0,24348700761.0,107791338885.0,83442638124.0,228380980775.0,12798303005.0
growth_yoy,2022-05-01,30.5,22.1,79.5,37.3,28.4,33.6,-7.6
growth_mom,2022-05-01,-5.4,-6.9,1.2,3.5,4.3,-1.4,-45.2
abs,2022-06-01,144275465344.0,110621559430.0,33653905914.0,121093513037.0,87439607123.0,265368978381.0,23181952307.0
growth_yoy,2022-06-01,37.0,30.7,62.9,45.5,39.8,40.8,4.9
growth_mom,2022-06-01,19.6,14.9,38.2,12.3,4.8,16.2,81.1
abs,2022-07-01,134325516668.0,102359091905.0,31966424763.0,118486734147.0,86520309384.0,252812250815.0,15838782521.0
growth_yoy,2022-07-01,38.3,33.8,55.2,41.8,37.4,39.9,16.8
growth_mom,2022-07-01,-6.9,-7.5,-5.0,-2.2,-1.1,-4.7,-31.7
abs,2022-08-01,141518884251.0,106661337410.0,34857546841.0,124231338673.0,89373791832.0,265750222924.0,17287545578.0
growth_yoy,2022-08-01,48.4,35.1,112.5,67.3,54.5,56.7,-18.2
growth_mom,2022-08-01,5.4,4.2,9.0,4.8,3.3,5.1,9.1
abs,2022-09-01,144249619884.0,110446378524.0,33803241360.0,112410395977.0,78607154617.0,256660015861.0,31839223907.0
growth_yoy,2022-09-01,30.1,25.8,46.4,32.8,27.7,31.3,21.4
growth_mom,2022-09-01,1.9,3.5,-3.0,-9.5,-12.0,-3.4,84.2
abs,2022-10-01,131977237731.0,101552431839.0,30424805892.0,113518137284.0,83093331392.0,245495375015.0,18459100447.0
growth_yoy,2022-10-01,15.3,11.1,31.7,29.1,28.2,21.3,-30.6
growth_mom,2022-10-01,-8.5,-8.1,-10.0,1.0,5.7,-4.3,-42.0
abs,2022-11-01,129693918792.0,103512513869.0,26181404923.0,107890405297.0,81709000374.0,237584324089.0,21803513495.0
growth_yoy,2022-11-01,15.1,9.9,41.9,15.5,9.0,15.3,13.0
growth_mom,2022-11-01,-1.7,1.9,-13.9,-5.0,-1.7,-3.2,18.1
abs,2022-12-01,131606255974.0,105004140136.0,26602115838.0,103626239002.0,77024123164.0,235232494976.0,27980016972.0
growth_yoy,2022-12-01,5.8,1.7,25.6,11.5,7.3,8.2,-11.1
growth_mom,2022-12-01,1.5,1.4,1.6,-4.0,-5.7,-1.0,28.3
abs,2023-01-01,112665503447.0,86053172638.0,26612330809.0,94508322194.0,67895991385.0,207173825641.0,18157181253.0
growth_yoy,2023-01-01,1.4,-5.8,35.3,1.8,-7.2,1.6,-0.4
growth_mom,2023-01-01,-14.4,-18.0,0.0,-8.8,-11.9,-11.9,-35.1
abs,2023-02-01,112682126759.0,87854017988.0,24828108771.0,92702965465.0,67874856694.0,205385092224.0,19979161294.0
growth_yoy,2023-02-01,10.8,4.7,39.1,12.2,4.8,11.4,4.3
growth_mom,2023-02-01,0.0,2.1,-6.7,-1.9,-0.0,-0.9,10.0
abs,2023-03-01,129744831494.0,102539303879.0,27205527615.0,104468654122.0,77263126507.0,234213485616.0,25276177372.0
growth_yoy,2023-03-01,-1.3,-4.1,10.8,-0.7,-4.2,-1.1,-3.7
growth_mom,2023-03-01,15.1,16.7,9.6,12.7,13.8,14.0,26.5
abs,2023-04-01,105165660262.0,80176111574.0,24989548688.0,93820563188.0,68831014500.0,198986223450.0,11345097074.0
growth_yoy,2023-04-01,-17.5,-22.5,3.8,-9.9,-14.0,-14.1,-51.5
growth_mom,2023-04-01,-18.9,-21.8,-8.1,-10.2,-10.9,-15.0,-55.1
abs,2023-05-01,119515771061.0,93622857316.0,25892913745.0,104104705103.0,78211791358.0,223620476164.0,15411065958.0
growth_yoy,2023-05-01,-0.9,-2.7,6.3,-3.4,-6.3,-2.1,20.4
growth_mom,2023-05-01,13.6,16.8,3.6,11.0,13.6,12.4,35.8
abs,2023-06-01,123941958756.0,93760989696.0,30180969060.0,94874801836.0,64693832776.0,218816760592.0,29067156920.0
growth_yoy,2023-06-01,-14.1,-15.2,-10.3,-21.7,-26.0,-17.5,25.4
growth_mom,2023-06-01,3.7,0.1,16.6,-8.9,-17.3,-2.1,88.6
abs,2023-07-01,116765364662.0,89039854288.0,27725510374.0,99458206325.0,71732695951.0,216223570987.0,17307158337.0
growth_yoy,2023-07-01,-13.1,-13.0,-13.3,-16.1,-17.1,-14.5,9.3
growth_mom,2023-07-01,-5.8,-5.0,-8.1,4.8,10.9,-1.2,-40.5
abs,2023-08-01,115180797911.0,92098632293.0,23082165618.0,97850425300.0,74768259682.0,213031223211.0,17330372611.0
growth_yoy,2023-08-01,-18.6,-13.7,-33.8,-21.2,-16.3,-19.8,0.2
growth_mom,2023-08-01,-1.4,3.4,-16.7,-1.6,4.2,-1.5,0.1
abs,2023-09-01,124334098167.0,96724631063.0,27609467104.0,99936529323.0,72327062219.0,224270627490.0,24397568844.0
growth_yoy,2023-09-01,-13.8,-12.4,-18.3,-11.1,-8.0,-12.6,-23.4
growth_mom,2023-09-01,7.9,5.0,19.6,2.1,-3.3,5.3,40.8
abs,2023-10-01,126151698556.0,96392111993.0,29759586563.0,113187277268.0,83427690705.0,239338975824.0,12964421288.0
growth_yoy,2023-10-01,-4.4,-5.1,-2.2,-0.3,0.4,-2.5,-29.8
growth_mom,2023-10-01,1.5,-0.3,7.8,13.3,15.3,6.7,-46.9
abs,2023-11-01,121603985323.0,95539674832.0,26064310491.0,109500988928.0,83436678437.0,231104974251.0,12102996395.0
growth_yoy,2023-11-01,-6.2,-7.7,-0.4,1.5,2.1,-2.7,-44.5
growth_mom,2023-11-01,-3.6,-0.9,-12.4,-3.3,0.0,-3.4,-6.6
abs,2023-12-01,118446907960.0,97263367272.0,21183540688.0,106630601597.0,85447060909.0,225077509557.0,11816306363.0
growth_yoy,2023-12-01,-10.0,-7.4,-20.4,2.9,10.9,-4.3,-57.8
growth_mom,2023-12-01,-2.6,1.8,-18.7,-2.6,2.4,-2.6,-2.4
abs,2024-01-01,122410483788.0,94789246482.0,27621237306.0,112237969000.0,84616731694.0,234648452788.0,10172514788.0
growth_yoy,2024-01-01,8.6,10.2,3.8,18.8,24.6,13.3,-44.0
growth_mom,2024-01-01,3.3,-2.5,30.4,5.3,-1.0,4.3,-13.9
abs,2024-02-01,111356905075.0,91594508218.0,19762396857.0,100116365899.0,80353969042.0,211473270974.0,11240539176.0
growth_yoy,2024-02-01,-1.2,4.3,-20.4,8.0,18.4,3.0,-43.7
growth_mom,2024-02-01,-9.0,-3.4,-28.5,-10.8,-5.0,-9.9,10.5
abs,2024-03-01,128564532464.0,104171822340.0,24392710124.0,115845336043.0,91452625919.0,244409868507.0,12719196421.0
growth_yoy,2024-03-01,-0.9,1.6,-10.3,10.9,18.4,4.4,-49.7
growth_mom,2024-03-01,15.5,13.7,23.4,15.7,13.8,15.6,13.2
abs,2024-04-01,114695194503.0,91855467938.0,22839726565.0,106953536948.0,84113810383.0,221648731451.0,7741657555.0
growth_yoy,2024-04-01,9.1,14.6,-8.6,14.0,22.2,11.4,-31.8
growth_mom,2024-04-01,-10.8,-11.8,-6.4,-7.7,-8.0,-9.3,-39.1
abs,2024-05-01,128037443455.0,105804262051.0,22233181404.0,118082517423.0,95849336019.0,246119960878.0,9954926032.0
growth_yoy,2024-05-01,7.1,13.0,-14.1,13.4,22.6,10.1,-35.4
growth_mom,2024-05-01,11.6,15.2,-2.7,10.4,14.0,11.0,28.6
abs,2024-06-01,126016519225.0,111773037426.0,14243481799.0,100413753072.0,86170271273.0,226430272297.0,25602766153.0
growth_yoy,2024-06-01,1.7,19.2,-52.8,5.8,33.2,3.5,-11.9
growth_mom,2024-06-01,-1.6,5.6,-35.9,-15.0,-10.1,-8.0,157.2
abs,2024-07-01,131146689133.0,124751873663.0,6394815470.0,105034615894.0,98639800424.0,236181305027.0,26112073239.0
growth_yoy,2024-07-01,12.3,40.1,-76.9,5.6,37.5,9.2,50.9
growth_mom,2024-07-01,4.1,11.6,-55.1,4.6,14.5,4.3,2.0
abs,2024-08-01,129003536468.0,105458766717.0,23544769751.0,123489842567.0,99945072816.0,252493379035.0,5513693901.0
growth_yoy,2024-08-01,12.0,14.5,2.0,26.2,33.7,18.5,-68.2
growth_mom,2024-08-01,-1.6,-15.5,268.2,17.6,1.3,6.9,-78.9
abs,2024-09-01,123557385057.0,99924563368.0,23632821689.0,110790021705.0,87157200016.0,234347406762.0,12767363352.0
growth_yoy,2024-09-01,-0.6,3.3,-14.4,10.9,20.5,4.5,-47.7
growth_mom,2024-09-01,-4.2,-5.2,0.4,-10.3,-12.8,-7.2,131.6
abs,2024-10-01,128138741607.0,99443215467.0,28695526140.0,116269336659.0,87573810519.0,244408078266.0,11869404948.0
growth_yoy,2024-10-01,1.6,3.2,-3.6,2.7,5.0,2.1,-8.4
growth_mom,2024-10-01,3.7,-0.5,21.4,4.9,0.5,4.3,-7.0
abs,2024-11-01,126309940934.0,105117800348.0,21192140586.0,111259497681.0,90067357095.0,237569438615.0,15050443253.0
growth_yoy,2024-11-01,3.9,10.0,-18.7,1.6,7.9,2.8,24.4
growth_mom,2024-11-01,-1.4,5.7,-26.1,-4.3,2.8,-2.8,26.8
abs,2024-12-01,138475767192.0,110200133756.0,28275633436.0,119342145998.0,91066512562.0,257817913190.0,19133621194.0
growth_yoy,2024-12-01,16.9,13.3,33.5,11.9,6.6,14.5,61.9
growth_mom,2024-12-01,9.6,4.8,33.4,7.3,1.1,8.5,27.1
abs,2025-01-01,122814047068.0,97545887648.0,25268159420.0,119155121782.0,93886962362.0,241969168850.00003,3658925285.999998
growth_yoy,2025-01-01,0.3,2.9,-8.5,6.2,11.0,3.1,-64.0
growth_mom,2025-01-01,-11.3,-11.5,-10.6,-0.2,3.1,-6.1,-80.9
abs,2025-02-01,118241868379.0,96898637741.0,21343230638.0,105624939200.0,84281708562.0,223866807579.0,12616929179.000013
growth_yoy,2025-02-01,6.2,5.8,8.0,5.5,4.9,5.9,12.2
growth_mom,2025-02-01,-3.7,-0.7,-15.5,-11.4,-10.2,-7.5,244.8
abs,2025-03-01,137303572007.00002,109893863409.0,27409708598.000015,112534811159.0,85125102561.0,249838383166.0,24768760848.000004
growth_yoy,2025-03-01,6.8,5.5,12.4,-2.9,-6.9,2.2,94.7
growth_mom,2025-03-01,16.1,13.4,28.4,6.5,1.0,11.6,96.3
abs,2025-04-01,133499369509.99998,99962027583.0,33537341926.999985,128369392945.0,94832051018.0,261868762455.0,5129976564.9999895
growth_yoy,2025-04-01,16.4,8.8,46.8,20.0,12.7,18.1,-33.7
growth_mom,2025-04-01,-2.8,-9.0,22.4,14.1,11.4,4.8,-79.3
abs,2025-05-01,126617562729.0,100812209497.0,25805353232.0,125857686971.0,100052333739.0,252475249700.0,759875757.9999946
growth_yoy,2025-05-01,-1.1,-4.7,16.1,6.6,4.4,2.6,-92.4
growth_mom,2025-05-01,-5.2,0.9,-23.1,-2.0,5.5,-3.6,-85.2
abs,2025-06-01,121549776461.0,95107545051.0,26442231410.0,113145295367.0,86703063957.0,234695071828.0,8404481094.000003
growth_yoy,2025-06-01,-3.5,-14.9,85.6,12.7,0.6,3.7,-67.2
growth_mom,2025-06-01,-4.0,-5.7,2.5,-10.1,-13.3,-7.0,1006.0
abs,2025-07-01,140062672726.0,103049337500.0,37013335226.0,125457705337.0,88444370111.0,265520378062.99997,14604967388.999983
growth_yoy,2025-07-01,6.8,-17.4,478.8,19.4,-10.3,12.4,-44.1
growth_mom,2025-07-01,15.2,8.4,40.0,10.9,2.0,13.1,73.8
abs,2025-08-01,131318386788.0,103367109451.0,27951277337.0,115468555273.0,87517277936.0,246786942061.0,15849831514.999998
growth_yoy,2025-08-01,1.8,-2.0,18.7,-6.5,-12.4,-2.3,187.5
growth_mom,2025-08-01,-6.2,0.3,-24.5,-8.0,-1.0,-7.1,8.5
abs,2025-09-01,139026288355.0,104498538156.0,34527750199.0,118796021480.0,84268271281.0,257822309835.0,20230266875.0
growth_yoy,2025-09-01,12.5,4.6,46.1,7.2,-3.3,10.0,58.5
growth_mom,2025-09-01,5.9,1.1,23.5,2.9,-3.7,4.5,27.6
abs,2025-10-01,148329781304.0,109176470764.0,39153310540.0,127912134268.0,88758823728.0,276241915571.99994,20417647036.000008
growth_yoy,2025-10-01,15.8,9.8,36.4,10.0,1.4,13.0,72.0
growth_mom,2025-10-01,6.7,4.5,13.4,7.7,5.3,7.1,0.9
abs,2025-11-01,134935089909.0,105174113024.0,29760976885.0,128849859719.0,99088882834.0,263784949628.00003,6085230190.000002
growth_yoy,2025-11-01,6.8,0.1,40.4,15.8,10.0,11.0,-59.6
growth_mom,2025-11-01,-9.0,-3.7,-24.0,0.7,11.6,-4.5,-70.2
abs,2025-12-01,152774625539.0,114640500763.0,38134124776.0,130708231035.0,92574106259.0,283482856574.0,22066394503.999996
growth_yoy,2025-12-01,10.3,4.0,34.9,9.5,1.7,10.0,15.3
growth_mom,2025-12-01,13.2,9.0,28.1,1.4,-6.6,7.5,262.6
abs,2026-01-01,146827728181.0,108682171760.0,38145556421.0,124869232122.0,86723675701.0,271696960303.0,21958496059.00001
growth_yoy,2026-01-01,19.6,11.4,51.0,4.8,-7.6,12.3,500.1
growth_mom,2026-01-01,-3.9,-5.2,0.0,-4.5,-6.3,-4.2,-0.5
abs,2026-02-01,130952350790.0,104313773637.0,26638577153.0,114244329980.0,87605752827.0,245196680769.99997,16708020810.000002
growth_yoy,2026-02-01,10.7,7.7,24.8,8.2,3.9,9.5,32.4
growth_mom,2026-02-01,-10.8,-4.0,-30.2,-8.5,1.0,-9.8,-23.9
abs,2026-03-01,148788035117.0,110882493618.0,37905541499.0,124291369254.0,86385827754.99998,273079404371.0,24496665862.99999
growth_yoy,2026-03-01,8.4,0.9,38.3,10.4,1.5,9.3,-1.1
growth_mom,2026-03-01,13.6,6.3,42.3,8.8,-1.4,11.4,46.6
abs,2026-04-01,182742652081.0,111131696908.0,71610955173.0,153990565075.0,82379609902.00002,336733217156.0,28752087006.000015
growth_yoy,2026-04-01,36.9,11.2,113.5,20.0,-13.1,28.6,460.5
growth_mom,2026-04-01,22.8,0.2,88.9,23.9,-4.6,23.3,17.4
